비속어,카테고리,text
비욕설,혐오,짱개 대륙 브금
비욕설,섹슈얼,정상위 치기 여자 허리 라인 둔부 라인 쎅꼴리 바로
비욕설,혐오,지도 익명 반말 반말 수평 미국 유럽 미국 유럽 인종차별 반말
비욕설,혐오,잠바
비욕설,일반_긍정,어이 건가
비욕설,혐오,화장 쌩곀
비욕설,일반_긍정,전화 휴가 연장 세상 연장
비욕설,혐오,그냥 돼지
비욕설,혐오,무슨 범죄자 하늘나라
비욕설,일반_긍정,유소 유진 어째 고딩 아유 갈수록 상큼
비욕설,혐오,기사 자꾸 애가 기자 문제
비욕설,일반_긍정,폭죽 잘못 된거 거기 등산로 흡연 거기 등산로 사람
비욕설,혐오,진짜 김혜나
비욕설,혐오,동네 동네 동네 특징 이지 새끼
비욕설,섹슈얼,릴렉스 신체 부분 여자 긴장 자연 대화 마사지 다시 시도 처음
욕설,혐오,층간소음 년놈 담배 냄새 사이코패스
욕설,혐오,연애 열등감 하나
비욕설,일반_긍정,세상
비욕설,혐오,화교 어쩐지 짱깨 냄새
비욕설,혐오,변신 얼굴 선풍기 아줌마
비욕설,섹슈얼,구멍
비욕설,섹슈얼,요즘 학교 남친 불법 관리 무슨
욕설,혐오,시발 새끼 유골 새끼 완전 라이네
비욕설,혐오,에어백 사람
비욕설,일반_긍정,지드래곤 닮음
비욕설,일반_긍정,오빠 강성훈 응원
비욕설,섹슈얼,차라리 태국 오피 무한 대가 몇번
비욕설,혐오,기분 북한 쉐리
비욕설,일반_긍정,직원 임금 궁전
비욕설,일반_긍정,연기 생각 자꾸 죵답
비욕설,혐오,노무 쉐퀴
비욕설,일반_긍정,이제 음악 자숙했다
비욕설,일반_긍정,악플 다시
비욕설,일반_긍정,진짜 개성
비욕설,일반_긍정,이엘리야 한역 시절
욕설,섹슈얼,한번 규칙 가기 저번 마사지 이번 크리스마스 오피 존나 안고 스스로 합리화 순간 이브 날로
비욕설,일반_긍정,잔나비 인디음악 주인공
비욕설,혐오,이눔쇄키 대통령 임기 베네수엘라 그리스 의욕 일해 세금 다수 일자리 취약 계층 공산당 새끼
비욕설,섹슈얼,정자 이면 임신
비욕설,혐오,키스 송소희 한복 호박 국악인 수치
비욕설,섹슈얼,노래방 생각 그냥 가라 그게 계산
비욕설,일반_긍정,교육 바로 채널
비욕설,일반_긍정,조선 절세 미녀
비욕설,섹슈얼,진짜 게이
비욕설,혐오,쓰레기 쓰레기
비욕설,혐오,지창욱 사이 성형
비욕설,혐오,계집애 종특 그대로 표현 남태현 남자
비욕설,혐오,진짜 불능
비욕설,혐오,
욕설,섹슈얼,걸레 창년 보지 니미 물통 변기
비욕설,혐오,댓글 달때 차단 새끼 댓글 차단
비욕설,혐오,진짜 사람 저런 악마 재앙 영은 악마 인증
욕설,혐오,저건 할머니 짱깨 새끼 취향 다른 나라 기준
욕설,혐오,이빨
비욕설,혐오,저기 일베 치면 조선족
비욕설,일반_긍정,공연장 사람 환불 문의 소리 간다 오늘 부산
비욕설,혐오,갑자기 일본인
비욕설,섹슈얼,절벽 보고
비욕설,일반_긍정,패스 거부
비욕설,혐오,코로나
비욕설,일반_긍정,나혼산 실망 임수향 노잼 박나래 편이 방송
비욕설,일반_긍정,레디 효은
비욕설,혐오,한남 데이트 폭력 근절 애인 아내 한남 사형 가정 폭력 신상 공개
비욕설,혐오,입장 하등 얼굴 남편 매력 다른 성형 여자 다른 여자 어장 관리 생각
비욕설,일반_긍정,아내 얼굴 박형식
욕설,혐오,흡연 개인 취향 흡연
비욕설,섹슈얼,거래처 담당자 여자 아침 진정 처리 담당자 그냥 온몸 영업 상납 오늘 무난 무탈 하루 위해 따리
욕설,혐오,
비욕설,섹슈얼,와이프 여자 쭉쭉
비욕설,혐오,화보 중국
비욕설,일반_긍정,진짜 이제
비욕설,혐오,양세형 센스 인성 별로 수상소감 비호감
비욕설,일반_긍정,조보아 날이갈수록 이나
비욕설,섹슈얼,대가리
비욕설,섹슈얼,경험 초반 소녀 사랑 섹스 섹스 사랑
비욕설,일반_긍정,최지우 남편 조폭 주먹 주먹
비욕설,혐오,
비욕설,일반_긍정,부분 애교
비욕설,일반_긍정,소이현 인교진
비욕설,일반_긍정,안재현 화이팅 보이드 신혼 일기 생각 이혼 꽃길
비욕설,일반_긍정,동물원 가면 토끼 거북 토끼 사육
비욕설,섹슈얼,역시 여자 나이 깡패 구나
비욕설,혐오,인간 새끼
비욕설,일반_긍정,게다 만화
비욕설,섹슈얼,자지
비욕설,섹슈얼,리듬 피스톤 파팍 파팍 리듬 여자애 오빠 자신
비욕설,일반_긍정,공산당 우리나라 소위 구석구석 정보 가짜 뉴스 사회 혼란 피해
비욕설,혐오,게이
비욕설,혐오,현아 필러 보이 입술 붕어 성형 전형 얼굴 얼굴 둥둥 얼굴 손됫 박봄 나중
비욕설,섹슈얼,어른 명언 음식 여자
비욕설,일반_긍정,용두사미
비욕설,혐오,개똥 취급
비욕설,일반_긍정,저번 기사 뭘또 계속
비욕설,혐오,여자 남자 외간 남자 욕함 남자 여자 외간 남자 욕함 스스로 성범죄자 일부 남자 반응 박하 지능 수준 바닥
비욕설,섹슈얼,느낌 여친 뭔가 보빨 보빨 꿀팁 전수 도움 부탁
비욕설,일반_긍정,
욕설,혐오,나소 미투 여간 남자
비욕설,혐오,외국 제조업체 잠깐 지지 착각 관광 그것 한계 전세계 정액 들러리 한국 박정희 국가 산업 국가 그게 당시 베트남 필핀 태국 클라스 차이
비욕설,혐오,악플 양성은 악플 때문 다큐 방송 거리 의도 댓글 악플 여기 정말 설리 구하라 최자 악플 살인자
비욕설,일반_긍정,역시 최진혁 연기 대박
비욕설,섹슈얼,여친 가슴
비욕설,일반_긍정,성범죄자 사회 정서 기능 문제 대표 자존감 대인관계 기술 결핍 정서 조절 능력 결핍 성범죄자 대다수 자존감 자존감 변화 대한 두려움 연결 다른 특징 대인관계 기술 부족
욕설,혐오,현실 만화 영화 드라마 소설 기타등등 존재 다른 창작물 강간 저번 만화 현실 가상 구분 마치 오타쿠
비욕설,일반_긍정,프듀 출신 역시 다음 소연 김세정 정채 서정
비욕설,섹슈얼,젖꼭지 와이프 젖꼭지 살짝
비욕설,일반_긍정,고개 기분 별로
비욕설,일반_긍정,이제
비욕설,일반_긍정,영혼 하나님 의지 정말 퍼펙트 말씀 정말 감동
비욕설,혐오,다른 일게이 복사 붙여넣기
비욕설,일반_긍정,케롤 작품
비욕설,섹슈얼,보너스 동네 오피 맛사
비욕설,일반_긍정,연애 사랑 마냥 서로 성격 준수 배려 생각 잠시 개월 마냥 우연찮 다시 연락 실수 덜컥 애가 결혼 케이스
비욕설,일반_긍정,입술 화장 여하튼
비욕설,혐오,시진 핑핑 댓글 토종 매국노 인정
욕설,혐오,씨부랄 레무충 새꺄 배신
비욕설,일반_긍정,
비욕설,혐오,난리 주인 만주 감정이입 무슨 드라마
비욕설,혐오,팬덤 만큼 완장 법적대응 가수 나이 꼰머들 생각 자체 필요 인기 항상
비욕설,섹슈얼,존나 이뿌드 처음 트젠인줄 덜렁 리드 보통 트젠 상보 꼬무룩 풀발 하드 일케 게이
욕설,혐오,조선 새끼 인종차별 중국인 짱깨 일본인 원숭이 서양인 넷상 입터 면전
비욕설,일반_긍정,축하 사람
비욕설,일반_긍정,남녀 주인공 실제 연인
비욕설,섹슈얼,줄라 그냥 맛보기 섹파 떡칠 거임
비욕설,혐오,요즘 타이 마사지 개판 분전 거의 퇴폐 소임
비욕설,일반_긍정,언니 요새
비욕설,일반_긍정,에스더 정말 마음 사람
비욕설,섹슈얼,마사지 구렁이 스킬 그거 스웨디시 마사지 가면
비욕설,일반_긍정,오늘 방송 제일
비욕설,일반_긍정,안내상 범인 이면 전일
비욕설,일반_긍정,타이거마스크
비욕설,섹슈얼,모든 자세 후배위 여성 상위 남성 상위 정도 제일
비욕설,일반_긍정,이완 결혼 돌싱
비욕설,섹슈얼,골반 라인 뱃살 피부 여자 과일 아보카도 홍시 여사 보지 으어 능욕 한마디 만족감 쩐다 여사 동거 젊은이 형님 대만
비욕설,일반_긍정,
비욕설,일반_긍정,한인타운
비욕설,일반_긍정,팬클럽 지금 결혼식
비욕설,일반_긍정,엠씨몽 노래 항상
비욕설,혐오,진짜 한국 비만 률좀
비욕설,혐오,미모 소리 미모
욕설,혐오,허언증 말기 환자 병신
욕설,혐오,니놈 노숙자 범죄자 윤간 미가 좆물 쓰레기
욕설,혐오,년전 릴라 어딧엇노 병신
욕설,혐오,공산당 시바 공부 재산 강제 금화 공산당 민주당 국민 해결 선거 실명 제로 벌레 해결 방식 전라도 민주당 이번 세금 민주당 지역 전라도 세금 엿같 정부 대가리 빨갱이 공산주의 벌레
욕설,혐오,전화 휴가 연장 개색 민주당 의원 샊기
욕설,섹슈얼,남자 여자 존나 가게 성적 만족감 여자도 존나 쭉쭉 부류
비욕설,혐오,어이 아줌마 관심 이제
비욕설,혐오,짱개 박멸 우리 급훈
욕설,혐오,씨발 나라 대표 중국 상국 감히 아가리 병신
욕설,섹슈얼,섹스 운동 오늘 종일 근육 엉덩이 다리 알배 섹스 운동
욕설,혐오,씨발 검머외 새끼
비욕설,일반_긍정,진짜 죽겠네 진짜
욕설,혐오,새끼 개구 에다가 가짜 뉴스
비욕설,일반_긍정,하필 어묵 먹방 거참
비욕설,혐오,외면 내면 존못 년놈 내면 외모 전부 내면 자체 피해 의식 무의식 말임 니넨 그냥 성격 베베 꼬임
비욕설,섹슈얼,나이 나이 주일 딸도
비욕설,일반_긍정,뭔가 필립 커플 미나 미니미 미나
욕설,혐오,국방부 문제 종간 쓰레기
비욕설,혐오,유튜브 새끼 이미지 관리 아가리 잘못 쥬변 환경 분위기 파악 사석 얘기
비욕설,섹슈얼,야동 보지 장어 애도 미꾸라지 정상
비욕설,섹슈얼,레알 산다 하체 조지 섹스
비욕설,혐오,개돼지
비욕설,일반_긍정,아하
비욕설,일반_긍정,오션 이현 멤버 노래 축하
비욕설,일반_긍정,한국 배우
비욕설,일반_긍정,
비욕설,혐오,문죄인 자기 사람 수사 제대로
비욕설,일반_긍정,김수민 아나운서 연예인 공인 사람
비욕설,섹슈얼,좆질 습관 떡칠 생각 앞뒤 나이 진짜 문제
비욕설,섹슈얼,소시오패스 졸라 그냥 기분 자위 느낌
비욕설,혐오,자영 업자 술집 메뉴 사진 삼겹 볶음 메뉴 진보 양파 쪼가리 대패 몇개 천원
비욕설,혐오,역시 상폐
비욕설,일반_긍정,선생님 갑자기 고인 명복
비욕설,일반_긍정,인정 모습
욕설,혐오,사장 이면 월급 색기 주제 파악 노비 새끼 모라 꼬우 사업 능력 면서 대우
비욕설,일반_긍정,님들 무슨
욕설,혐오,후원 씨발 월급쟁이 엿같다
비욕설,섹슈얼,누가 미리 하라 글리 애무 다시 발기 남아 정액 때문 소변 보고 건가
욕설,혐오,정신 지사 환심 사서 대통령 지랄 차기 국가 아주 환장 엿같
비욕설,일반_긍정,역시 웨딩 영상 피쉬 트리
비욕설,일반_긍정,목소리 좋드 남자 목소리 매력 이면 어필 성형 후천 목소리 정도 연마
비욕설,혐오,코로나 인간
비욕설,일반_긍정,서로 마주 보고 눈앞 김소연 눈앞 이상우
비욕설,섹슈얼,누나 찌찌
비욕설,일반_긍정,악플러 댓글 캡쳐 현아 악플러 회사 게시판 첨부 무대
비욕설,일반_긍정,새끼 동물
욕설,혐오,메뚜기 초딩 대상 백종원 요즘 유튜브 티비
비욕설,섹슈얼,경우 가슴 달라 빼박 저하 완전 상태
비욕설,혐오,여기 성희롱 발언 해외 응딩 새끼 콩밥 라나
비욕설,혐오,인증 닉네임 포스트잇 팬티 붙이 사진
비욕설,혐오,지금 벗방 수준
욕설,혐오,중국 나라 정히 개두
비욕설,일반_긍정,깨달음
비욕설,일반_긍정,노래 다시 보임
비욕설,섹슈얼,그것 갑자기 보지 소독 소주 빨대 꼽더 지랄 볼펜
비욕설,섹슈얼,지속
비욕설,일반_긍정,아유
비욕설,일반_긍정,함소원 언니 이제 아가 순산
비욕설,일반_긍정,정준영 협박
비욕설,혐오,사기꾼 이경규 하차
욕설,혐오,아주 씨팔 구라 자동 김구라
비욕설,섹슈얼,자궁 입구 여자
비욕설,일반_긍정,하라 언니 이도
비욕설,섹슈얼,궁합 명기
비욕설,혐오,소시 서도 쩌리 솔로 뭔가
욕설,혐오,새끼 기어 비자 새벽같이 일해 노예
비욕설,일반_긍정,애둘 다둥맘 지금 임신 둥맘 웃음
비욕설,혐오,기자 여자 화사 저런 크러쉬 그녀 이중성
비욕설,혐오,남자 새끼 관상 안보 프로
비욕설,일반_긍정,해결 다행 김영희 화이팅 부분 질책 방향 가야 상처
비욕설,일반_긍정,케겔운동 유산소운동 근력 운동 시간 해도
비욕설,일반_긍정,저런 게시 의도 보이
비욕설,섹슈얼,실제 향기 부드러움 매일
비욕설,일반_긍정,고민 일단 통장 언제
욕설,혐오,정규재 신의한수 안정 신혜식 학벌 구리 베리 앤굿 창녀촌 운영 아치 죄좀 빨갱이 새끼
욕설,혐오,병신 친문 악의 무리
비욕설,혐오,대로 가야 야노
비욕설,혐오,개똥 소리 진짜
욕설,섹슈얼,보지 도리 단속 남자 좃간수 이면 패가망신 조강지처
비욕설,일반_긍정,수지 애가 이민호 아안
욕설,혐오,펨코 씨발 싸가지 정도 길이 그냥 수도 누군가 엄마 할머니 댓글 존나 싸가지 쓰레기 새끼
비욕설,섹슈얼,삽입 조루 말표 조루 크림 간전 오피 분안 마무리 조루 지루 분전
비욕설,일반_긍정,크리스챤 베일 포드 페라리 처음 다크나이트 사람 상보 별거
비욕설,일반_긍정,사진 수지
욕설,혐오,자기 짤리 평가 그대로 새끼 병신
비욕설,일반_긍정,유강 라인
비욕설,일반_긍정,양동근 무대
비욕설,혐오,필립 라지 기생 미나 능력 여자 애가
비욕설,혐오,검머외 외국 뮨재잉 찬양 인간 뒤통수
비욕설,일반_긍정,연세대 학부모 보고 한국 아들
비욕설,섹슈얼,보지
비욕설,일반_긍정,정우성 대박
비욕설,일반_긍정,수수료
비욕설,일반_긍정,무슨 노래
비욕설,일반_긍정,얼굴 진짜 매력
비욕설,섹슈얼,사장 하나 보고 출근
욕설,섹슈얼,시발 본능 것은 쪽쪽 우유
비욕설,혐오,영어
비욕설,일반_긍정,안현모 복고
비욕설,일반_긍정,지인 자리 포옹 한번 거가 지고 연애 게다가
비욕설,일반_긍정,이상봉 홍섭 사랑 다른 사랑
비욕설,일반_긍정,샤이니 민호 신기 방기 사진 남자 이름 아시
욕설,혐오,나이 돌대가리 용접 새끼 새끼 부심
비욕설,일반_긍정,안현모 나이
비욕설,일반_긍정,장가 가라 장가 가라 붓감 하나 선택 지민 어른 선택 결혼
비욕설,일반_긍정,유재석 예능 특징 게스트 시킴 노잼
욕설,혐오,주인 쉑덜왜 집사 집사
욕설,혐오,할머니 시발 진자 개좆 고양이 누가 대신 고양이
욕설,혐오,친놈 이상 인용 조선시대
비욕설,혐오,여선생 보고 진짜 평생 혼자 관상
비욕설,일반_긍정,굴뚝 연기
비욕설,혐오,얼굴 얼굴 그냥 단역 엑스트라
비욕설,혐오,김구라 범죄자 모습
욕설,혐오,정준영 승리 쓰레기 나이
비욕설,혐오,다시 태국 이열음 대왕 조개 장면 조작 인정 예능 리얼
욕설,혐오,존나 병신 씨발
비욕설,일반_긍정,제일 마음 원호 오빠 제일 토끼 원호 오빠 제일 사람 원호 오빠 사랑 이호석 오빠 원호 오빠
비욕설,혐오,장사꾼
비욕설,혐오,유승민 보수 배신자 새끼 박근혜 대통령 보고 정치 생활 통수
욕설,혐오,순간 비호감 스타일 스킬
비욕설,섹슈얼,임신 공격 방법 애널 추천
비욕설,혐오,남자 여자 거지 하여튼 세상
비욕설,일반_긍정,송이 씬가 축하
비욕설,일반_긍정,역시 엄마 아빠 애가 정말 슈돌 모습 응원 정말 아이 엄마 아빠 판박이
비욕설,섹슈얼,쉬메일 야동 게이 요즘 쉬메일 야동 중국 야동 중국 야동 게이
비욕설,혐오,남자 한국 여자 거르는
비욕설,일반_긍정,첫키스 지난번
비욕설,혐오,한국 여자 현실 본인 능력 남자 자기 자신 투영 착각 산다
비욕설,일반_긍정,일이
비욕설,일반_긍정,러시아 무시 사람 천지 우리 부모 미군 고간 수리 타고 우주 나라
비욕설,일반_긍정,화목
